indicator_code,country_iso3,who_region,year,dim1_type,dim1,value_numeric,value_low,value_high,value_display,last_updated
cpmt,GMB,AFR,2018,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,16.72401,14.26527,19.51009,16.7 [14.3-19.5],2022-05-26T12:09:07+02:00
cpmt,SEN,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201010,11.99869,8.32011,17.00206,12.0 [8.3-17.0],2022-05-26T14:45:44+02:00
cpmt,MDG,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_MDGDHS200814,35.81957,29.04099,43.21674,35.8 [29.0-43.2],2022-05-26T14:32:21+02:00
cpmt,MLI,AFR,2018,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,18.35997,15.59058,21.49601,18.4 [15.6-21.5],2022-05-26T11:20:54+02:00
cpmt,SEN,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201002,17.9257,14.59005,21.82906,17.9 [14.6-21.8],2022-05-26T14:45:44+02:00
cpmt,ZWE,AFR,2005,DHSMICSGEOREGION,DHSMICSGEOREGION_ZWEDHS200507,63.3691,59.3304,67.22826,63.4 [59.3-67.2],2022-05-26T14:53:46+02:00
cpmt,BFA,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,10.65508,7.92356,14.18321,10.7 [7.9-14.2],2022-05-26T12:00:51+02:00
cpmt,CMR,AFR,2018,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,15.88483,13.11719,19.10799,15.9 [13.1-19.1],2022-05-26T12:48:16+02:00
cpmt,CMR,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,40.94627,36.36742,45.6877,40.9 [36.4-45.7],2022-05-26T12:02:02+02:00
cpmt,ZWE,AFR,2014,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,62.71016,60.52846,64.84132,62.7 [60.5-64.8],2022-05-26T11:26:29+02:00
cpmt,MRT,AFR,2015,DHSMICSGEOREGION,DHSMICSGEOREGION_MRTMICS201513,29.35302,25.85367,33.11448,29.4 [25.9-33.1],2022-05-26T14:34:11+02:00
cpmt,BEN,AFR,2011,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,14.09639,12.43171,15.9434,14.1 [12.4-15.9],2022-05-26T12:46:53+02:00
cpmt,ZWE,AFR,2009,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,62.81301,61.03157,64.56031,62.8 [61.0-64.6],2022-05-26T11:41:00+02:00
cpmt,KEN,AFR,2008,AGEGROUP,AGEGROUP_YEARS15-19,22.50598,14.92338,32.47087,22.5 [14.9-32.5],2022-05-26T11:03:16+02:00
cpmt,CIV,AFR,1998,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,12.09768,8.17677,17.53961,12.1 [8.2-17.5],2022-05-26T12:49:48+02:00
cpmt,GHA,AFR,2017,DHSMICSGEOREGION,DHSMICSGEOREGION_GHAMICS201706,26.65408,22.28086,31.53735,26.7 [22.3-31.5],2022-05-26T14:24:06+02:00
cpmt,RWA,AFR,2005,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,11.04596,9.3136,13.05416,11.0 [9.3-13.1],2022-05-26T13:02:31+02:00
cpmt,MWI,AFR,2015,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,61.97211,58.75278,65.08948,62.0 [58.8-65.1],2022-05-26T12:18:05+02:00
cpmt,NAM,AFR,2000,DHSMICSGEOREGION,DHSMICSGEOREGION_NAMDHS200013,58.47653,51.53039,65.10139,58.5 [51.5-65.1],2022-05-26T14:35:34+02:00
cpmt,LSO,AFR,2018,DHSMICSGEOREGION,DHSMICSGEOREGION_LSOMICS201803,63.38419,60.27938,66.38166,63.4 [60.3-66.4],2022-05-26T14:32:00+02:00
cpmt,AGO,AFR,2015,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,19.8663,17.4123,22.57163,19.9 [17.4-22.6],2022-05-26T11:32:23+02:00
cpmt,COD,AFR,2017,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,19.57244,16.59743,22.93408,19.6 [16.6-22.9],2022-05-26T12:50:10+02:00
cpmt,MLI,AFR,2001,AGEGROUP,AGEGROUP_YEARS15-19,4.9304,3.71939,6.50904,4.9 [3.7-6.5],2022-05-26T11:03:57+02:00
cpmt,LSO,AFR,2018,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,63.55416,60.66632,66.3476,63.6 [60.7-66.3],2022-05-26T11:20:15+02:00
cpmt,BDI,AFR,2016,DHSMICSGEOREGION,DHSMICSGEOREGION_BDIDHS201617,34.46362,27.93784,41.63305,34.5 [27.9-41.6],2022-05-26T14:14:53+02:00
cpmt,LBR,AFR,2007,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,5.60684,3.58844,8.65858,5.6 [3.6-8.7],2022-05-26T12:16:55+02:00
cpmt,MDG,AFR,2018,DHSMICSGEOREGION,DHSMICSGEOREGION_MDGMICS201809,17.9771,14.15372,22.56186,18.0 [14.2-22.6],2022-05-26T14:32:33+02:00
cpmt,BDI,AFR,2005,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,7.48965,4.97931,11.11751,7.5 [5.0-11.1],2022-05-26T12:01:05+02:00
cpmt,DZA,AFR,2018,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,51.78592,49.60472,53.96033,51.8 [49.6-54.0],2022-05-26T12:45:15+02:00
cpmt,CIV,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_CIVDHS201111,29.15123,24.80282,33.91814,29.2 [24.8-33.9],2022-05-26T14:19:10+02:00
cpmt,SEN,AFR,2017,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,38.77902,34.06656,43.7112,38.8 [34.1-43.7],2022-05-26T12:30:31+02:00
cpmt,COM,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,23.22722,18.08159,29.31318,23.2 [18.1-29.3],2022-05-26T12:03:49+02:00
cpmt,SEN,AFR,2005,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS200505,10.0995,7.53489,13.41041,10.1 [7.5-13.4],2022-05-26T14:45:37+02:00
cpmt,BEN,AFR,2014,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,20.75174,18.98274,22.63952,20.8 [19.0-22.6],2022-05-26T11:33:02+02:00
cpmt,TZA,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS201017,15.1036,10.05185,22.07123,15.1 [10.1-22.1],2022-05-26T14:51:35+02:00
cpmt,UGA,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,41.06777,37.59664,44.63018,41.1 [37.6-44.6],2022-05-26T12:36:05+02:00
cpmt,GIN,AFR,2005,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,14.91023,13.17003,16.83579,14.9 [13.2-16.8],2022-05-26T11:35:17+02:00
cpmt,CIV,AFR,2006,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,24.95666,21.55584,28.69774,25.0 [21.6-28.7],2022-05-26T12:49:51+02:00
cpmt,SEN,AFR,2015,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,17.99103,16.14088,20.00268,18.0 [16.1-20.0],2022-05-26T11:23:55+02:00
cpmt,SEN,AFR,2016,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,32.02673,25.56174,39.26436,32.0 [25.6-39.3],2022-05-26T13:03:20+02:00
cpmt,COG,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,37.22475,33.51393,41.09251,37.2 [33.5-41.1],2022-05-26T12:04:00+02:00
cpmt,NGA,AFR,2003,DHSMICSGEOREGION,DHSMICSGEOREGION_NGADHS200302,4.2453,3.17399,5.65709,4.2 [3.2-5.7],2022-05-26T14:37:05+02:00
cpmt,TZA,AFR,1996,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,10.1239,8.32329,12.26194,10.1 [8.3-12.3],2022-05-26T13:06:38+02:00
cpmt,TGO,AFR,2017,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,26.30317,21.58994,31.63026,26.3 [21.6-31.6],2022-05-26T12:34:17+02:00
cpmt,TCD,AFR,2019,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDMICS201907,3.27487,1.66269,6.34931,3.3 [1.7-6.3],2022-05-26T14:17:44+02:00
cpmt,ETH,AFR,2005,AGEGROUP,AGEGROUP_YEARS20-49,15.21135,13.91024,16.61067,15.2 [13.9-16.6],2022-05-26T11:01:40+02:00
cpmt,LSO,AFR,2004,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,37.56961,33.52477,41.79563,37.6 [33.5-41.8],2022-05-26T12:56:13+02:00
cpmt,MLI,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,4.51529,3.22568,6.28698,4.5 [3.2-6.3],2022-05-26T12:18:56+02:00
cpmt,MDG,AFR,2018,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,47.76841,44.97864,50.57218,47.8 [45.0-50.6],2022-05-26T12:56:46+02:00
cpmt,NGA,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,30.43171,26.9491,34.15395,30.4 [26.9-34.2],2022-05-26T12:23:13+02:00
cpmt,TCD,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDMICS201015,0.4494,0.17531,1.1471,0.4 [0.2-1.1],2022-05-26T14:17:20+02:00
cpmt,MRT,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_MRTMICS201109,4.26955,2.67531,6.74795,4.3 [2.7-6.7],2022-05-26T14:34:03+02:00
cpmt,MDG,AFR,2008,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,22.55957,19.45918,25.99452,22.6 [19.5-26.0],2022-05-26T12:17:23+02:00
cpmt,MRT,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_MRTMICS201110,7.04425,5.4239,9.10208,7.0 [5.4-9.1],2022-05-26T14:34:03+02:00
cpmt,TCD,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDDHS199602,0,0,0,0,2022-05-26T14:17:05+02:00
cpmt,MDG,AFR,2008,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,19.94293,17.66217,22.43795,19.9 [17.7-22.4],2022-05-26T12:56:42+02:00
cpmt,TCD,AFR,2019,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,4.99237,3.55368,6.97142,5.0 [3.6-7.0],2022-05-26T12:03:13+02:00
cpmt,TCD,AFR,2014,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDDHS201413,12.53646,9.47161,16.41324,12.5 [9.5-16.4],2022-05-26T14:17:32+02:00
cpmt,BDI,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,16.69468,13.25672,20.81033,16.7 [13.3-20.8],2022-05-26T12:01:12+02:00
cpmt,GMB,AFR,2013,DHSMICSGEOREGION,DHSMICSGEOREGION_GMBDHS201302,14.63493,12.01755,17.70763,14.6 [12.0-17.7],2022-05-26T14:23:01+02:00
cpmt,GHA,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,26.50156,22.14561,31.36907,26.5 [22.1-31.4],2022-05-26T12:10:01+02:00
cpmt,MWI,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,37.69183,34.01886,41.51188,37.7 [34.0-41.5],2022-05-26T12:17:46+02:00
cpmt,NAM,AFR,2013,DHSMICSGEOREGION,DHSMICSGEOREGION_NAMDHS201313,60.33886,55.10184,65.34916,60.3 [55.1-65.3],2022-05-26T14:35:50+02:00
cpmt,GMB,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_GMBMICS201006,9.73703,7.95969,11.8601,9.7 [8.0-11.9],2022-05-26T14:22:55+02:00
cpmt,MWI,AFR,2000,DHSMICSGEOREGION,DHSMICSGEOREGION_MWIDHS200003,28.81539,27.45857,30.21133,28.8 [27.5-30.2],2022-05-26T14:32:43+02:00
cpmt,ZMB,AFR,2007,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,31.32395,27.80851,35.06793,31.3 [27.8-35.1],2022-05-26T13:07:37+02:00
cpmt,GHA,AFR,2003,DHSMICSGEOREGION,DHSMICSGEOREGION_GHADHS200309,26.32943,22.29474,30.80482,26.3 [22.3-30.8],2022-05-26T14:23:38+02:00
cpmt,MRT,AFR,2007,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,13.94489,12.00594,16.13953,13.9 [12.0-16.1],2022-05-26T12:57:42+02:00
cpmt,MOZ,AFR,2008,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,10.3652,7.42031,14.29832,10.4 [7.4-14.3],2022-05-26T12:20:32+02:00
cpmt,TCD,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,7.4158,3.79717,13.98174,7.4 [3.8-14.0],2022-05-26T12:02:58+02:00
cpmt,ZWE,AFR,2005,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,72.73028,68.51495,76.5742,72.7 [68.5-76.6],2022-05-26T12:38:57+02:00
cpmt,ZMB,AFR,2007,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,40.46113,36.73945,44.29583,40.5 [36.7-44.3],2022-05-26T13:07:37+02:00
cpmt,CIV,AFR,2006,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,29.80351,25.81834,34.12088,29.8 [25.8-34.1],2022-05-26T11:16:34+02:00
cpmt,KEN,AFR,1998,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,36.19166,31.87273,40.74581,36.2 [31.9-40.7],2022-05-26T12:15:17+02:00
cpmt,UGA,AFR,2000,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,23.81347,19.89046,28.23747,23.8 [19.9-28.2],2022-05-26T13:06:12+02:00
cpmt,TGO,AFR,2013,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,18.54084,15.22734,22.38497,18.5 [15.2-22.4],2022-05-26T12:34:10+02:00
cpmt,COD,AFR,2013,DHSMICSGEOREGION,DHSMICSGEOREGION_CODDHS201305,23.54822,14.56632,35.75091,23.5 [14.6-35.8],2022-05-26T14:19:36+02:00
cpmt,CAF,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,28.22664,22.66808,34.53946,28.2 [22.7-34.5],2022-05-26T12:02:42+02:00
cpmt,ZWE,AFR,2010,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,57.55127,52.6278,62.32932,57.6 [52.6-62.3],2022-05-26T13:08:00+02:00
cpmt,MWI,AFR,2010,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,40.2622,37.80074,42.77373,40.3 [37.8-42.8],2022-05-26T11:20:33+02:00
cpmt,COM,AFR,1996,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,20.0565,16.5162,24.13627,20.1 [16.5-24.1],2022-05-26T12:49:04+02:00
cpmt,MLI,AFR,2006,AGEGROUP,AGEGROUP_YEARS20-49,8.32365,7.43551,9.3072,8.3 [7.4-9.3],2022-05-26T11:03:58+02:00
cpmt,NGA,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,6.49507,5.38267,7.81836,6.5 [5.4-7.8],2022-05-26T12:23:27+02:00
cpmt,GAB,AFR,2012,DHSMICSGEOREGION,DHSMICSGEOREGION_GABDHS201205,25.4107,21.36203,29.93459,25.4 [21.4-29.9],2022-05-26T14:22:45+02:00
cpmt,NER,AFR,2006,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,9.14881,7.87985,10.59861,9.1 [7.9-10.6],2022-05-26T11:37:53+02:00
cpmt,RWA,AFR,2000,DHSMICSGEOREGION,DHSMICSGEOREGION_RWADHS200010,17.08861,13.40074,21.53895,17.1 [13.4-21.5],2022-05-26T14:45:02+02:00
cpmt,RWA,AFR,2000,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,12.04707,10.72511,13.50731,12.0 [10.7-13.5],2022-05-26T11:23:29+02:00
cpmt,BEN,AFR,2014,DHSMICSGEOREGION,DHSMICSGEOREGION_BENMICS201407,6.59195,4.84384,8.91186,6.6 [4.8-8.9],2022-05-26T14:13:21+02:00
cpmt,MOZ,AFR,2003,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,33.20907,30.32986,36.21952,33.2 [30.3-36.2],2022-05-26T11:37:26+02:00
cpmt,MWI,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,23.77739,19.18433,29.07449,23.8 [19.2-29.1],2022-05-26T12:17:40+02:00
cpmt,GNB,AFR,2014,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,9.16315,7.61685,10.98602,9.2 [7.6-11.0],2022-05-26T12:53:14+02:00
cpmt,MLI,AFR,2012,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,27.53195,23.74113,31.67664,27.5 [23.7-31.7],2022-05-26T11:20:51+02:00
cpmt,GIN,AFR,2018,AGEGROUP,AGEGROUP_YEARS15-19,10.59144,7.66498,14.46022,10.6 [7.7-14.5],2022-05-26T11:02:17+02:00
cpmt,MOZ,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_MOZMICS200804,8.83989,6.33348,12.2089,8.8 [6.3-12.2],2022-05-26T14:35:01+02:00
cpmt,NGA,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201131,18.81297,15.3689,22.82072,18.8 [15.4-22.8],2022-05-26T14:37:37+02:00
cpmt,SEN,AFR,2014,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201409,18.33667,13.32841,24.69072,18.3 [13.3-24.7],2022-05-26T14:46:00+02:00
cpmt,NGA,AFR,2016,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201619,6.34042,4.81293,8.31037,6.3 [4.8-8.3],2022-05-26T14:38:02+02:00
cpmt,TCD,AFR,2014,AGEGROUP,AGEGROUP_YEARS20-49,6.0019,5.23445,6.87371,6.0 [5.2-6.9],2022-05-26T11:00:33+02:00
cpmt,GHA,AFR,2017,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,26.88334,22.71907,31.49978,26.9 [22.7-31.5],2022-05-26T12:10:12+02:00
cpmt,CPV,AFR,1998,DHSMICSGEOREGION,DHSMICSGEOREGION_CPVRHS199801,63.9684,57.72007,69.77684,64.0 [57.7-69.8],2022-05-26T14:15:03+02:00
cpmt,TCD,AFR,2019,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,8.95716,6.74543,11.8023,9.0 [6.7-11.8],2022-05-26T12:03:13+02:00
cpmt,MLI,AFR,2018,DHSMICSGEOREGION,DHSMICSGEOREGION_MLIDHS201808,2.64498,1.05685,6.46367,2.6 [1.1-6.5],2022-05-26T14:33:49+02:00
cpmt,ZWE,AFR,2010,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,61.53059,57.9712,64.97067,61.5 [58.0-65.0],2022-05-26T11:41:02+02:00
cpmt,KEN,AFR,1998,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,34.5376,32.42283,36.71537,34.5 [32.4-36.7],2022-05-26T11:19:47+02:00
cpmt,MWI,AFR,2013,DHSMICSGEOREGION,DHSMICSGEOREGION_MWIMICS201327,52.28285,43.37357,61.0492,52.3 [43.4-61.0],2022-05-26T14:32:54+02:00
cpmt,CMR,AFR,2014,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,42.43343,38.03636,46.95363,42.4 [38.0-47.0],2022-05-26T12:48:13+02:00
cpmt,DZA,AFR,2018,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,55.1317,52.25812,57.97143,55.1 [52.3-58.0],2022-05-26T11:56:21+02:00
cpmt,ZAF,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,57.13752,49.94944,64.03655,57.1 [49.9-64.0],2022-05-26T12:32:07+02:00
cpmt,GHA,AFR,2003,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,14.01242,11.50968,16.95509,14.0 [11.5-17.0],2022-05-26T12:52:20+02:00
cpmt,GAB,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,25.39339,20.15197,31.46093,25.4 [20.2-31.5],2022-05-26T12:08:43+02:00
cpmt,CMR,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,40.41116,34.59159,46.51355,40.4 [34.6-46.5],2022-05-26T12:02:08+02:00
cpmt,BFA,AFR,2003,DHSMICSGEOREGION,DHSMICSGEOREGION_BFADHS200304,6.43531,5.24626,7.87146,6.4 [5.2-7.9],2022-05-26T14:14:20+02:00
cpmt,BEN,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_BENDHS199603,4.56685,2.88068,7.16718,4.6 [2.9-7.2],2022-05-26T14:12:58+02:00
cpmt,BEN,AFR,2017,DHSMICSGEOREGION,DHSMICSGEOREGION_BENDHS201706,6.20444,4.30333,8.86758,6.2 [4.3-8.9],2022-05-26T14:13:29+02:00
cpmt,GHA,AFR,1993,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,11.32686,8.16012,15.51492,11.3 [8.2-15.5],2022-05-26T12:09:32+02:00
cpmt,COD,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,19.39872,14.28606,25.79054,19.4 [14.3-25.8],2022-05-26T12:05:32+02:00
cpmt,BFA,AFR,2003,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,23.28949,19.92564,27.02954,23.3 [19.9-27.0],2022-05-26T12:00:44+02:00
cpmt,SEN,AFR,1997,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,10.71049,8.14277,13.96483,10.7 [8.1-14.0],2022-05-26T12:29:44+02:00
cpmt,CMR,AFR,1998,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,5.98659,3.64592,9.67901,6.0 [3.6-9.7],2022-05-26T12:01:55+02:00
cpmt,NAM,AFR,2013,AGEGROUP,AGEGROUP_YEARS20-49,56.75646,54.60534,58.8824,56.8 [54.6-58.9],2022-05-26T11:04:29+02:00
cpmt,UGA,AFR,2006,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,22.42548,20.64246,24.31532,22.4 [20.6-24.3],2022-05-26T11:25:29+02:00
cpmt,MOZ,AFR,2008,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,15.78383,12.69843,19.45186,15.8 [12.7-19.5],2022-05-26T12:20:32+02:00
cpmt,TGO,AFR,1998,DHSMICSGEOREGION,DHSMICSGEOREGION_TGODHS199804,23.95013,20.98142,27.19432,24.0 [21.0-27.2],2022-05-26T14:48:52+02:00
cpmt,RWA,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,57.5496,53.41716,61.57913,57.5 [53.4-61.6],2022-05-26T12:28:51+02:00
cpmt,ETH,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,26.92042,22.12514,32.32362,26.9 [22.1-32.3],2022-05-26T12:08:19+02:00
cpmt,TGO,AFR,2013,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,24.56897,21.91482,27.43164,24.6 [21.9-27.4],2022-05-26T13:05:19+02:00
cpmt,TZA,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS199601,12.66375,5.83967,25.3181,12.7 [5.8-25.3],2022-05-26T14:50:53+02:00
cpmt,GIN,AFR,2018,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,14.72129,11.1907,19.12586,14.7 [11.2-19.1],2022-05-26T12:11:08+02:00
cpmt,UGA,AFR,2006,DHSMICSGEOREGION,DHSMICSGEOREGION_UGADHS200602,36.02262,30.92121,41.46051,36.0 [30.9-41.5],2022-05-26T14:50:06+02:00
cpmt,ZMB,AFR,1996,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,19.99986,17.5911,22.64781,20.0 [17.6-22.6],2022-05-26T13:07:30+02:00
cpmt,SWZ,AFR,2014,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,59.39916,54.47583,64.14053,59.4 [54.5-64.1],2022-05-26T11:17:31+02:00
cpmt,TGO,AFR,2017,DHSMICSGEOREGION,DHSMICSGEOREGION_TGOMICS201707,31.67443,26.63226,37.18736,31.7 [26.6-37.2],2022-05-26T14:49:06+02:00
cpmt,MLI,AFR,1995,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,4.39194,2.95631,6.4782,4.4 [3.0-6.5],2022-05-26T12:18:32+02:00
cpmt,NGA,AFR,2011,AGEGROUP,AGEGROUP_YEARS20-49,18.29471,17.19447,19.44881,18.3 [17.2-19.4],2022-05-26T11:04:54+02:00
cpmt,BDI,AFR,2005,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,9.32451,6.71252,12.81328,9.3 [6.7-12.8],2022-05-26T12:01:05+02:00
cpmt,BDI,AFR,2010,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,41.07539,36.39751,45.92042,41.1 [36.4-45.9],2022-05-26T11:15:12+02:00
cpmt,CMR,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,11.94706,9.52564,14.88275,11.9 [9.5-14.9],2022-05-26T12:02:01+02:00
cpmt,LSO,AFR,2009,DHSMICSGEOREGION,DHSMICSGEOREGION_LSODHS200906,41.64476,35.51574,48.04344,41.6 [35.5-48.0],2022-05-26T14:31:50+02:00
cpmt,SEN,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,23.89601,19.31109,29.1759,23.9 [19.3-29.2],2022-05-26T12:30:25+02:00
cpmt,SEN,AFR,2018,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201813,11.09682,8.88836,13.77106,11.1 [8.9-13.8],2022-05-26T14:46:33+02:00
cpmt,CMR,AFR,2004,DHSMICSGEOREGION,DHSMICSGEOREGION_CMRDHS200409,39.54686,35.29034,43.96794,39.5 [35.3-44.0],2022-05-26T14:16:01+02:00
cpmt,NGA,AFR,2016,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,11.36906,10.0988,12.77639,11.4 [10.1-12.8],2022-05-26T13:00:01+02:00
cpmt,MLI,AFR,2015,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,18.18022,15.47714,21.23678,18.2 [15.5-21.2],2022-05-26T12:19:03+02:00
cpmt,KEN,AFR,2003,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,61.79905,58.58034,64.91743,61.8 [58.6-64.9],2022-05-26T11:19:48+02:00
cpmt,MDG,AFR,2018,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,32.18101,29.40429,35.08961,32.2 [29.4-35.1],2022-05-26T11:20:26+02:00
cpmt,MWI,AFR,2013,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,57.9743,55.56822,60.34307,58.0 [55.6-60.3],2022-05-26T12:57:02+02:00
cpmt,MWI,AFR,2019,DHSMICSGEOREGION,DHSMICSGEOREGION_MWIMICS201902,69.60701,67.76584,71.38743,69.6 [67.8-71.4],2022-05-26T14:33:09+02:00
cpmt,MWI,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,27.68057,24.27509,31.3659,27.7 [24.3-31.4],2022-05-26T12:17:40+02:00
cpmt,ZWE,AFR,1999,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,44.24659,37.20486,51.52747,44.2 [37.2-51.5],2022-05-26T12:38:51+02:00
cpmt,CMR,AFR,2014,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,46.04654,42.60223,49.52902,46.0 [42.6-49.5],2022-05-26T12:48:13+02:00
cpmt,KEN,AFR,1993,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,20.4399,17.87575,23.26765,20.4 [17.9-23.3],2022-05-26T12:55:26+02:00
