indicator_code,country_iso3,who_region,year,dim1_type,dim1,value_numeric,value_low,value_high,value_display,last_updated
cpmt,MRT,AFR,2007,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,23.08922,19.85856,26.67056,23.1 [19.9-26.7],2022-05-26T12:19:15+02:00
cpmt,GHA,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,42.78189,37.3438,48.40017,42.8 [37.3-48.4],2022-05-26T12:10:01+02:00
cpmt,NAM,AFR,2000,DHSMICSGEOREGION,DHSMICSGEOREGION_NAMDHS200004,61.5094,52.68555,69.63606,61.5 [52.7-69.6],2022-05-26T14:35:34+02:00
cpmt,BEN,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,19.16324,16.40542,22.26121,19.2 [16.4-22.3],2022-05-26T11:59:28+02:00
cpmt,BFA,AFR,1998,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,9.08719,7.16991,11.4539,9.1 [7.2-11.5],2022-05-26T12:47:26+02:00
cpmt,SWZ,AFR,2014,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,58.87542,52.38195,65.07382,58.9 [52.4-65.1],2022-05-26T12:08:02+02:00
cpmt,NER,AFR,1998,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,22.5005,19.46452,25.85796,22.5 [19.5-25.9],2022-05-26T12:59:32+02:00
cpmt,BFA,AFR,2010,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,17.09212,15.36282,18.97245,17.1 [15.4-19.0],2022-05-26T12:47:35+02:00
cpmt,MOZ,AFR,2015,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,20.00586,15.37087,25.61545,20.0 [15.4-25.6],2022-05-26T12:20:44+02:00
cpmt,CAF,AFR,1994,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,20.61184,16.38756,25.59173,20.6 [16.4-25.6],2022-05-26T12:02:31+02:00
cpmt,SEN,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201009,10.9161,7.83798,15.00621,10.9 [7.8-15.0],2022-05-26T14:45:44+02:00
cpmt,CMR,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,23.24973,19.75181,27.15747,23.2 [19.8-27.2],2022-05-26T12:02:01+02:00
cpmt,SEN,AFR,2012,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,7.24168,5.36862,9.70124,7.2 [5.4-9.7],2022-05-26T13:03:10+02:00
cpmt,GHA,AFR,1993,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,30.0885,25.50517,35.1073,30.1 [25.5-35.1],2022-05-26T12:09:32+02:00
cpmt,AGO,AFR,2015,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,1.56388,0.7587,3.19608,1.6 [0.8-3.2],2022-05-26T11:56:27+02:00
cpmt,MOZ,AFR,2003,DHSMICSGEOREGION,DHSMICSGEOREGION_MOZDHS200311,50.01047,44.63307,55.38762,50.0 [44.6-55.4],2022-05-26T14:34:53+02:00
cpmt,COM,AFR,1996,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,13.0137,9.22428,18.0503,13.0 [9.2-18.1],2022-05-26T12:03:44+02:00
cpmt,GNB,AFR,2014,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,10.58586,8.21779,13.5357,10.6 [8.2-13.5],2022-05-26T12:11:19+02:00
cpmt,GHA,AFR,2006,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,21.29448,17.83346,25.22102,21.3 [17.8-25.2],2022-05-26T12:52:23+02:00
cpmt,MDG,AFR,1997,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,14.8146,10.43005,20.61802,14.8 [10.4-20.6],2022-05-26T12:17:12+02:00
cpmt,MLI,AFR,2001,DHSMICSGEOREGION,DHSMICSGEOREGION_MLIDHS200106,4.78005,3.16776,7.15233,4.8 [3.2-7.2],2022-05-26T14:33:24+02:00
cpmt,GAB,AFR,2000,AGEGROUP,AGEGROUP_YEARS15-19,40.10034,34.96953,45.45773,40.1 [35.0-45.5],2022-05-26T11:01:45+02:00
cpmt,SEN,AFR,2019,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201910,23.29343,18.11745,29.41689,23.3 [18.1-29.4],2022-05-26T14:46:41+02:00
cpmt,TZA,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS199608,19.04762,12.79318,27.3991,19.0 [12.8-27.4],2022-05-26T14:50:53+02:00
cpmt,GHA,AFR,2014,DHSMICSGEOREGION,DHSMICSGEOREGION_GHADHS201408,11.20541,8.57448,14.51543,11.2 [8.6-14.5],2022-05-26T14:24:01+02:00
cpmt,SLE,AFR,2008,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,10.63438,8.74238,12.87805,10.6 [8.7-12.9],2022-05-26T13:03:49+02:00
cpmt,SLE,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_SLEDHS200804,21.15016,17.53628,25.28047,21.2 [17.5-25.3],2022-05-26T14:46:59+02:00
cpmt,TCD,AFR,2014,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,3.19365,2.64145,3.85672,3.2 [2.6-3.9],2022-05-26T11:15:56+02:00
cpmt,CIV,AFR,1994,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,38.69774,34.53268,43.03493,38.7 [34.5-43.0],2022-05-26T11:16:30+02:00
cpmt,SWZ,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,40.04057,32.42815,48.16619,40.0 [32.4-48.2],2022-05-26T12:07:51+02:00
cpmt,SSD,AFR,2010,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,10.6019,7.5904,14.61919,10.6 [7.6-14.6],2022-05-26T11:24:25+02:00
cpmt,MWI,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,40.96746,37.97975,44.02337,41.0 [38.0-44.0],2022-05-26T12:17:53+02:00
cpmt,LBR,AFR,2007,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,20.30533,15.11379,26.71884,20.3 [15.1-26.7],2022-05-26T12:16:55+02:00
cpmt,ZWE,AFR,2014,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,60.79472,57.03991,64.42603,60.8 [57.0-64.4],2022-05-26T12:39:16+02:00
cpmt,TCD,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,11.51895,7.11883,18.10854,11.5 [7.1-18.1],2022-05-26T12:02:58+02:00
cpmt,ZWE,AFR,2009,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,63.3398,59.03341,67.44316,63.3 [59.0-67.4],2022-05-26T12:39:04+02:00
cpmt,RWA,AFR,2019,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,63.30805,59.51216,66.94572,63.3 [59.5-66.9],2022-05-26T12:29:04+02:00
cpmt,BEN,AFR,2006,DHSMICSGEOREGION,DHSMICSGEOREGION_BENDHS200612,13.54437,11.18138,16.31502,13.5 [11.2-16.3],2022-05-26T14:13:07+02:00
cpmt,BFA,AFR,1998,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,10.23006,7.10703,14.51106,10.2 [7.1-14.5],2022-05-26T12:00:34+02:00
cpmt,CMR,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,47.6025,42.50676,52.74867,47.6 [42.5-52.7],2022-05-26T12:02:07+02:00
cpmt,STP,AFR,2014,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,39.02928,35.18246,43.01757,39.0 [35.2-43.0],2022-05-26T11:23:42+02:00
cpmt,BFA,AFR,2003,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,9.8441,8.12443,11.8807,9.8 [8.1-11.9],2022-05-26T12:47:29+02:00
cpmt,SLE,AFR,2013,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,12.07156,10.38123,13.99413,12.1 [10.4-14.0],2022-05-26T13:03:55+02:00
cpmt,MDG,AFR,2018,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,45.91548,43.33236,48.52073,45.9 [43.3-48.5],2022-05-26T11:36:46+02:00
cpmt,UGA,AFR,1995,DHSMICSGEOREGION,DHSMICSGEOREGION_UGADHS199503,13.58101,11.16111,16.42855,13.6 [11.2-16.4],2022-05-26T14:50:00+02:00
cpmt,GHA,AFR,2003,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,25.1369,19.8941,31.22283,25.1 [19.9-31.2],2022-05-26T12:09:44+02:00
cpmt,SEN,AFR,1997,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,32.08316,26.39618,38.35687,32.1 [26.4-38.4],2022-05-26T12:29:44+02:00
cpmt,MLI,AFR,2015,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,13.21815,11.53458,15.10549,13.2 [11.5-15.1],2022-05-26T12:57:35+02:00
cpmt,GMB,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,8.30244,6.17602,11.07458,8.3 [6.2-11.1],2022-05-26T12:08:55+02:00
cpmt,TZA,AFR,2010,AGEGROUP,AGEGROUP_YEARS15-19,14.86808,10.49647,20.64053,14.9 [10.5-20.6],2022-05-26T11:07:36+02:00
cpmt,UGA,AFR,2016,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,45.48856,42.78792,48.21602,45.5 [42.8-48.2],2022-05-26T13:06:22+02:00
cpmt,SEN,AFR,1997,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS199703,18.55859,15.01047,22.72117,18.6 [15.0-22.7],2022-05-26T14:45:34+02:00
cpmt,CIV,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,29.96328,24.55394,35.99576,30.0 [24.6-36.0],2022-05-26T12:05:09+02:00
cpmt,LBR,AFR,2013,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,16.27022,13.21455,19.8707,16.3 [13.2-19.9],2022-05-26T12:17:01+02:00
cpmt,ETH,AFR,2005,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,24.37152,20.50559,28.70312,24.4 [20.5-28.7],2022-05-26T12:08:14+02:00
cpmt,SLE,AFR,2019,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,17.01894,15.70718,18.41631,17.0 [15.7-18.4],2022-05-26T11:24:19+02:00
cpmt,BDI,AFR,2005,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,19.15902,15.2968,23.72327,19.2 [15.3-23.7],2022-05-26T12:01:05+02:00
cpmt,MWI,AFR,2000,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,41.12678,36.29063,46.14066,41.1 [36.3-46.1],2022-05-26T12:17:35+02:00
cpmt,RWA,AFR,2019,DHSMICSGEOREGION,DHSMICSGEOREGION_RWADHS201901,60.60815,56.36081,64.70103,60.6 [56.4-64.7],2022-05-26T14:45:21+02:00
cpmt,GHA,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_GHADHS200801,19.10951,14.38063,24.94045,19.1 [14.4-24.9],2022-05-26T14:23:49+02:00
cpmt,GMB,AFR,2013,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,13.01781,10.95339,15.40401,13.0 [11.0-15.4],2022-05-26T11:34:54+02:00
cpmt,SEN,AFR,2014,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,23.36027,18.43832,29.12689,23.4 [18.4-29.1],2022-05-26T12:30:11+02:00
cpmt,MRT,AFR,2007,DHSMICSGEOREGION,DHSMICSGEOREGION_MRTMICS200702,4.99565,3.28639,7.52473,5.0 [3.3-7.5],2022-05-26T14:33:55+02:00
cpmt,ZMB,AFR,2013,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,43.35222,40.76894,45.97214,43.4 [40.8-46.0],2022-05-26T13:07:40+02:00
cpmt,MOZ,AFR,2008,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,12.39218,10.61469,14.41931,12.4 [10.6-14.4],2022-05-26T11:37:27+02:00
cpmt,TCD,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDDHS199608,3.55745,1.51028,8.14992,3.6 [1.5-8.1],2022-05-26T14:17:05+02:00
cpmt,ZMB,AFR,2007,DHSMICSGEOREGION,DHSMICSGEOREGION_ZMBDHS200704,15.83438,11.64574,21.1686,15.8 [11.6-21.2],2022-05-26T14:53:16+02:00
cpmt,LSO,AFR,2004,AGEGROUP,AGEGROUP_YEARS20-49,39.23414,37.11092,41.39887,39.2 [37.1-41.4],2022-05-26T11:03:30+02:00
cpmt,SEN,AFR,2018,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,30.02771,25.03295,35.54651,30.0 [25.0-35.5],2022-05-26T12:30:38+02:00
cpmt,RWA,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_RWADHS201002,55.26573,52.59665,57.9048,55.3 [52.6-57.9],2022-05-26T14:45:15+02:00
cpmt,NGA,AFR,2016,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,5.51541,4.9195,6.17881,5.5 [4.9-6.2],2022-05-26T11:22:13+02:00
cpmt,NAM,AFR,2000,AGEGROUP,AGEGROUP_YEARS20-49,43.70442,40.4975,46.96485,43.7 [40.5-47.0],2022-05-26T11:04:26+02:00
cpmt,CIV,AFR,2016,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,19.65135,17.61848,21.85654,19.7 [17.6-21.9],2022-05-26T11:34:09+02:00
cpmt,TZA,AFR,1996,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,10.43138,7.56385,14.2188,10.4 [7.6-14.2],2022-05-26T12:36:34+02:00
cpmt,SLE,AFR,2013,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,20.406,18.04777,22.98594,20.4 [18.0-23.0],2022-05-26T13:03:55+02:00
cpmt,UGA,AFR,2000,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,46.30741,43.11028,49.5352,46.3 [43.1-49.5],2022-05-26T11:40:21+02:00
cpmt,NGA,AFR,2016,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201602,9.10132,6.64693,12.34216,9.1 [6.6-12.3],2022-05-26T14:38:01+02:00
cpmt,KEN,AFR,1993,DHSMICSGEOREGION,DHSMICSGEOREGION_KENDHS199305,23.80002,20.07397,27.9756,23.8 [20.1-28.0],2022-05-26T14:30:35+02:00
cpmt,CAF,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_CAFMICS201001,18.67447,12.96223,26.14778,18.7 [13.0-26.1],2022-05-26T14:16:50+02:00
cpmt,NAM,AFR,2000,DHSMICSGEOREGION,DHSMICSGEOREGION_NAMDHS200008,41.95693,35.61729,48.57365,42.0 [35.6-48.6],2022-05-26T14:35:34+02:00
cpmt,LSO,AFR,2009,DHSMICSGEOREGION,DHSMICSGEOREGION_LSODHS200910,34.09038,29.42194,39.08931,34.1 [29.4-39.1],2022-05-26T14:31:50+02:00
cpmt,RWA,AFR,2014,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,56.82968,53.63096,59.97244,56.8 [53.6-60.0],2022-05-26T13:02:37+02:00
cpmt,MWI,AFR,2010,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,53.17506,50.49009,55.84178,53.2 [50.5-55.8],2022-05-26T11:20:33+02:00
cpmt,MWI,AFR,2004,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,25.27761,22.67656,28.06871,25.3 [22.7-28.1],2022-05-26T12:56:52+02:00
cpmt,CMR,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,48.61389,45.0438,52.19818,48.6 [45.0-52.2],2022-05-26T12:02:01+02:00
cpmt,CMR,AFR,2011,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,4.09611,3.19787,5.23302,4.1 [3.2-5.2],2022-05-26T11:15:38+02:00
cpmt,SLE,AFR,2013,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,12.58473,10.22198,15.39992,12.6 [10.2-15.4],2022-05-26T12:31:36+02:00
cpmt,SEN,AFR,2005,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,26.88544,21.8185,32.63785,26.9 [21.8-32.6],2022-05-26T12:29:50+02:00
cpmt,TGO,AFR,2013,AGEGROUP,AGEGROUP_YEARS20-49,20.26791,18.83269,21.78316,20.3 [18.8-21.8],2022-05-26T11:06:56+02:00
cpmt,STP,AFR,2014,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,40.42874,32.8877,48.4506,40.4 [32.9-48.5],2022-05-26T12:29:30+02:00
cpmt,TZA,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS201020,11.85791,7.22232,18.86386,11.9 [7.2-18.9],2022-05-26T14:51:35+02:00
cpmt,BEN,AFR,2006,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,7.71636,6.48581,9.15751,7.7 [6.5-9.2],2022-05-26T12:46:50+02:00
cpmt,UGA,AFR,1995,DHSMICSGEOREGION,DHSMICSGEOREGION_UGADHS199504,10.28609,8.04691,13.05986,10.3 [8.0-13.1],2022-05-26T14:50:00+02:00
cpmt,COG,AFR,2005,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,46.57433,42.26026,50.94027,46.6 [42.3-50.9],2022-05-26T12:49:11+02:00
cpmt,CAF,AFR,2018,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,11.86608,9.07482,15.37076,11.9 [9.1-15.4],2022-05-26T12:02:47+02:00
cpmt,MOZ,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,24.13872,21.58303,26.89324,24.1 [21.6-26.9],2022-05-26T12:20:38+02:00
cpmt,BDI,AFR,2005,DHSMICSGEOREGION,DHSMICSGEOREGION_BDIMICS200502,7.74696,5.65686,10.52317,7.7 [5.7-10.5],2022-05-26T14:14:45+02:00
cpmt,NAM,AFR,2006,DHSMICSGEOREGION,DHSMICSGEOREGION_NAMDHS200612,50.34859,43.00422,57.67794,50.3 [43.0-57.7],2022-05-26T14:35:42+02:00
cpmt,ZWE,AFR,2015,AGEGROUP,AGEGROUP_YEARS15-19,45.8295,40.21471,51.55225,45.8 [40.2-51.6],2022-05-26T11:08:07+02:00
cpmt,NAM,AFR,2000,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,41.98998,34.07998,50.33406,42.0 [34.1-50.3],2022-05-26T12:20:56+02:00
cpmt,ETH,AFR,2019,DHSMICSGEOREGION,DHSMICSGEOREGION_ETHDHS201906,38.5387,32.46676,44.98971,38.5 [32.5-45.0],2022-05-26T14:22:36+02:00
cpmt,TZA,AFR,2004,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS200412,45.14539,38.02964,52.46535,45.1 [38.0-52.5],2022-05-26T14:51:19+02:00
cpmt,COM,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,15.84727,11.87479,20.83447,15.8 [11.9-20.8],2022-05-26T12:03:49+02:00
cpmt,MDG,AFR,2018,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,32.80505,30.06637,35.66598,32.8 [30.1-35.7],2022-05-26T12:56:46+02:00
cpmt,COD,AFR,2017,DHSMICSGEOREGION,DHSMICSGEOREGION_CODMICS201726,16.30415,10.01395,25.42896,16.3 [10.0-25.4],2022-05-26T14:19:46+02:00
cpmt,CIV,AFR,2016,DHSMICSGEOREGION,DHSMICSGEOREGION_CIVMICS201601,19.84936,15.58829,24.93118,19.8 [15.6-24.9],2022-05-26T14:19:16+02:00
cpmt,SEN,AFR,2017,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,17.14743,15.00908,19.52046,17.1 [15.0-19.5],2022-05-26T12:30:31+02:00
cpmt,KEN,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_KENDHS200804,52.04929,45.37298,58.65319,52.0 [45.4-58.7],2022-05-26T14:30:47+02:00
cpmt,CIV,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,10.05219,7.80227,12.86042,10.1 [7.8-12.9],2022-05-26T12:05:09+02:00
cpmt,NGA,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201122,11.9181,8.25213,16.91246,11.9 [8.3-16.9],2022-05-26T14:37:37+02:00
cpmt,ZAF,AFR,1998,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,55.83867,52.71503,58.91679,55.8 [52.7-58.9],2022-05-26T13:04:09+02:00
cpmt,GIN,AFR,1999,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,15.10194,12.358,18.32773,15.1 [12.4-18.3],2022-05-26T12:52:55+02:00
cpmt,GMB,AFR,2018,DHSMICSGEOREGION,DHSMICSGEOREGION_GMBMICS201804,14.25797,11.56717,17.45119,14.3 [11.6-17.5],2022-05-26T14:23:05+02:00
cpmt,TZA,AFR,2004,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS200426,9.35406,6.14708,13.98484,9.4 [6.1-14.0],2022-05-26T14:51:19+02:00
cpmt,CMR,AFR,2014,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,16.16471,12.50619,20.64099,16.2 [12.5-20.6],2022-05-26T12:02:21+02:00
cpmt,DZA,AFR,2012,DHSMICSGEOREGION,DHSMICSGEOREGION_DZAMICS201203,58.63563,56.20124,61.02853,58.6 [56.2-61.0],2022-05-26T14:10:47+02:00
cpmt,BDI,AFR,2016,AGEGROUP,AGEGROUP_YEARS20-49,28.64643,27.36243,29.96583,28.6 [27.4-30.0],2022-05-26T11:00:09+02:00
cpmt,GNB,AFR,2006,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,6.26959,4.67098,8.3673,6.3 [4.7-8.4],2022-05-26T12:53:11+02:00
cpmt,ZMB,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_ZMBDHS199605,35.33243,30.56524,40.41041,35.3 [30.6-40.4],2022-05-26T14:53:06+02:00
cpmt,CMR,AFR,2006,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,43.86963,40.47496,47.32266,43.9 [40.5-47.3],2022-05-26T12:48:08+02:00
cpmt,NGA,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201136,4.7938,2.70792,8.34855,4.8 [2.7-8.3],2022-05-26T14:37:37+02:00
cpmt,MDG,AFR,2003,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,50.50787,46.9588,54.05182,50.5 [47.0-54.1],2022-05-26T12:17:18+02:00
cpmt,TCD,AFR,2019,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDMICS201918,15.45845,12.20637,19.38566,15.5 [12.2-19.4],2022-05-26T14:17:44+02:00
cpmt,TCD,AFR,1996,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,1.94809,0.87363,4.28683,1.9 [0.9-4.3],2022-05-26T12:02:52+02:00
cpmt,TCD,AFR,2019,AGEGROUP,AGEGROUP_YEARS20-49,8.44926,7.54034,9.45654,8.4 [7.5-9.5],2022-05-26T11:00:35+02:00
cpmt,SEN,AFR,2015,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,12.61035,9.95467,15.8498,12.6 [10.0-15.8],2022-05-26T12:30:18+02:00
cpmt,SLE,AFR,2017,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,36.09628,32.06617,40.33219,36.1 [32.1-40.3],2022-05-26T12:31:42+02:00
cpmt,BEN,AFR,2017,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,11.86493,10.37701,13.53398,11.9 [10.4-13.5],2022-05-26T12:46:59+02:00
cpmt,SEN,AFR,2017,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,38.86473,36.3475,41.44279,38.9 [36.3-41.4],2022-05-26T11:39:19+02:00
cpmt,TGO,AFR,2017,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,20.56117,16.23944,25.68042,20.6 [16.2-25.7],2022-05-26T12:34:17+02:00
cpmt,MOZ,AFR,2011,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,7.44176,6.4397,8.58544,7.4 [6.4-8.6],2022-05-26T11:37:29+02:00
cpmt,BFA,AFR,1998,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,23.12543,18.80224,28.09866,23.1 [18.8-28.1],2022-05-26T11:15:04+02:00
cpmt,ZAF,AFR,2016,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,29.60504,18.44292,43.88743,29.6 [18.4-43.9],2022-05-26T11:24:24+02:00
cpmt,BFA,AFR,1998,DHSMICSGEOREGION,DHSMICSGEOREGION_BFADHS199805,15.47529,12.68228,18.7513,15.5 [12.7-18.8],2022-05-26T14:14:16+02:00
cpmt,CMR,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,31.15536,25.92761,36.91192,31.2 [25.9-36.9],2022-05-26T12:02:08+02:00
cpmt,ZWE,AFR,2015,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,69.26969,67.49104,70.99284,69.3 [67.5-71.0],2022-05-26T11:26:30+02:00
cpmt,TGO,AFR,2006,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,16.37593,14.32383,18.65801,16.4 [14.3-18.7],2022-05-26T11:39:58+02:00
cpmt,SEN,AFR,1997,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,43.00876,37.15507,49.06466,43.0 [37.2-49.1],2022-05-26T11:23:46+02:00
cpmt,MOZ,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_MOZDHS201102,2.9415,1.76483,4.86386,2.9 [1.8-4.9],2022-05-26T14:35:07+02:00
cpmt,NAM,AFR,2006,DHSMICSGEOREGION,DHSMICSGEOREGION_NAMDHS200607,45.17524,33.92604,56.94006,45.2 [33.9-56.9],2022-05-26T14:35:42+02:00
cpmt,CIV,AFR,2016,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,23.48712,20.45738,26.8143,23.5 [20.5-26.8],2022-05-26T11:16:38+02:00
cpmt,BEN,AFR,2014,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,24.43064,21.93581,27.11067,24.4 [21.9-27.1],2022-05-26T12:46:56+02:00
cpmt,BEN,AFR,2001,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,31.29038,27.00274,35.92379,31.3 [27.0-35.9],2022-05-26T11:59:16+02:00
cpmt,NGA,AFR,2018,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,7.79203,6.58652,9.19646,7.8 [6.6-9.2],2022-05-26T13:00:04+02:00
cpmt,MDG,AFR,2008,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,24.24423,20.79538,28.0624,24.2 [20.8-28.1],2022-05-26T12:17:23+02:00
cpmt,KEN,AFR,1998,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,21.62506,17.4481,26.4812,21.6 [17.4-26.5],2022-05-26T12:15:17+02:00
cpmt,CAF,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_CAFMICS201007,11.49693,8.499,15.37467,11.5 [8.5-15.4],2022-05-26T14:16:50+02:00
cpmt,MLI,AFR,1995,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,7.06061,5.63199,8.81777,7.1 [5.6-8.8],2022-05-26T12:57:19+02:00
cpmt,ZAF,AFR,1998,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,55.61376,51.07017,60.06536,55.6 [51.1-60.1],2022-05-26T12:32:01+02:00
cpmt,TGO,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_TGOMICS201003,14.93455,11.74268,18.80912,14.9 [11.7-18.8],2022-05-26T14:48:59+02:00
